vGraph,facebook0,0.1,7.21763801574707,0,0,0.28125,None,0.18026196167837205,0.017678584402053717
vGraph,facebook0,0.1,4.361783027648926,0,100,0.22395833333333334,None,0.13807155461054083,0.4279873911035164
vGraph,facebook0,0.1,4.199007987976074,0,200,0.2508333333333333,None,0.15200354181210196,0.39608597525026557
vGraph,facebook0,0.1,4.197739124298096,0,300,0.25875,None,0.15879929224183637,0.39090423696933874
vGraph,facebook0,0.1,4.170291423797607,0,400,0.26625,None,0.1628476470744974,0.37481516024068606
vGraph,facebook0,0.1,4.142839431762695,0,500,0.26645833333333335,None,0.16317402254121793,0.368248315580469
vGraph,facebook0,0.1,4.150493621826172,0,600,0.2635416666666667,None,0.15987650609220336,0.38099038021635023
vGraph,facebook0,0.1,4.13825798034668,0,700,0.26145833333333335,None,0.1598551426537093,0.3756047134276521
vGraph,facebook0,0.1,4.118772029876709,0,800,0.2654166666666667,None,0.16268340200858916,0.3849352306354201
vGraph,facebook0,0.1,4.113574981689453,0,900,0.25625,None,0.15619747561062827,0.3817793030215302
vGraph,facebook0,0.1,4.120481967926025,0,1000,0.258125,None,0.15726447156051665,0.3855564718855239
vGraph,facebook0,0.1,4.194516181945801,0,1100,0.26083333333333336,None,0.15934732832938225,0.38757471797112886
vGraph,facebook0,0.1,4.196552753448486,0,1200,0.26229166666666665,None,0.16037671697086678,0.3872254076639612
vGraph,facebook0,0.1,4.199737548828125,0,1300,0.2579166666666667,None,0.15731931360788437,0.39430160080726684
vGraph,facebook0,0.1,7.322116851806641,0,0,0.274375,None,0.1754489083300382,0.014425105206780198
vGraph,facebook0,0.1,4.342102527618408,0,100,0.249375,None,0.1572811391600231,0.4124287806477834
vGraph,facebook0,0.1,7.313475608825684,0,0,0.2735416666666667,None,0.17441608776476947,0.014018902943425903
vGraph,facebook0,0.1,4.325891971588135,0,100,0.219375,None,0.1366694947179139,0.4154687180130492
vGraph,facebook0,0.1,4.196868896484375,0,200,0.2504166666666667,None,0.15336402061660526,0.38868860258699234
vGraph,facebook0,0.1,7.286498546600342,0,0,0.27416666666666667,None,0.17577430035475256,0.022008282901477154
vGraph,facebook0,0.1,7.227813243865967,0,0,0.27375,None,0.17468545211138595,0.02155850549716557
vGraph,facebook0,0.1,7.246362686157227,0,0,0.27770833333333333,None,0.17781920859337877,0.015234436622282016
vGraph,facebook0,0.1,4.368649959564209,0,100,0.23708333333333337,None,0.15118348012650168,0.3958324829745699
vGraph,facebook0,0.1,4.224339962005615,0,200,0.25833333333333336,None,0.15800402125589305,0.3715830352284133
vGraph,facebook0,0.1,4.18322229385376,0,300,0.26104166666666667,None,0.1622229015132655,0.38753003966204597
vGraph,facebook0,0.1,4.160501003265381,0,400,0.24708333333333332,None,0.1509517562518839,0.38377422498105307
vGraph,facebook0,0.1,7.256260871887207,0,0,0.27729166666666666,None,0.17689030181604148,0.01745527165436293
